transition_date,transition_hour,transport_type_id,road_type,line,transfer_type,number_of_passage,number_of_passenger,product_kind,transaction_type_desc,town,line_name,station_poi_desc_cd
2020-04-02,6,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,INDIRIMLI1,Indirimli Abonman,USKUDAR,34A,ALTUNIZADE 1
2020-04-02,7,1,OTOYOL,SULTANBEYLI UZUNDERE - UZUNCAYIR METROBUS,Aktarma,3,3,TAM,Tam Aktarma,KUCUKCEKMECE,18A,
2020-04-04,9,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,8,8,INDIRIMLI1,Indirimli Abonman,AVCILAR,34,IBB SOSYAL TESISLER
2020-04-25,15,1,OTOYOL,KADIKOY-ESENSEHIR,Normal,4,4,TAM,Tam Kontur,ATASEHIR,14ES,
2020-04-10,13,2,RAYLI,USKUDAR-CEKMEKOY,Normal,3,3,TAM,Tam Abonman,UMRANIYE,M5,CARSI
2020-04-03,9,1,OTOYOL,KARTAL-TEPEOREN-AKFIRAT,Normal,5,5,TAM,Tam Abonman,ATASEHIR,132,
2020-04-04,10,1,OTOYOL,KADIKOY-CAKMAK MAH-ATASEHIR,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,13,
2020-04-13,22,1,OTOYOL,GOKTURK KOYU-4. LEVENT METRO ,Aktarma,1,1,TAM,Tam Aktarma,SARIYER,48L,
2020-04-17,16,1,OTOYOL,KADIKOY-GOZTEPE,Normal,3,3,TAM,Tam Kontur,SANCAKTEPE,GZ2,
2020-04-29,12,2,RAYLI,KABATAS-BAGCILAR,Aktarma,25,25,TAM,Tam Aktarma,ZEYTINBURNU,T1,AKSEMSETTIN
2020-04-21,16,1,OTOYOL,TEPEOREN-KARTAL METRO,Normal,3,3,TAM,Tam Abonman,KARTAL,132T,
2020-04-01,15,1,OTOYOL,CIKSALIN-TAKSIM,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,54Ç,
2020-04-22,15,1,OTOYOL,BATI ATASEHIR / KUCUKBAKKALKOY - KADIKOY,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,SANCAKTEPE,21B,
2020-04-15,7,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,FATIH,T1,GULHANE
2020-04-29,14,1,OTOYOL,KADIKOY-YAVUZTURK MAHALLESI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,14Y,
2020-04-30,15,2,RAYLI,KADIKOY-KARTAL,Normal,4,4,UCRETSIZ,Ucretsiz,KADIKOY,M4,AYRILIKCESME
2020-04-21,20,1,OTOYOL,HADIMKOY TOKI-BAYRAMPASA METRO,Aktarma,15,15,TAM,Tam Aktarma,SARIYER,336H,
2020-04-28,16,1,OTOYOL,KADIKOY-RASATHANE-ANADOLU HISARI,Normal,3,3,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,14R,
2020-04-17,16,3,DENİZ,ADALAR-KABATAS,Normal,2,2,TAM,Tam Abonman,ADALAR,ADALAR-KBT,KINALIADA
2020-04-08,12,1,OTOYOL,YENIDOGAN-TOPKAPI KALEICI,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,522B,
2020-04-15,16,1,OTOYOL,ALEMDAR-HALICIOGLU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SARIYER,522,
2020-04-21,14,1,OTOYOL,YENIBOSNAMETRO-TAKSIM,Normal,106,95,TAM,Tam Kontur,BAKIRKOY,73,
2020-04-14,14,1,OTOYOL,CIRCIR METRO/IMAR - VEZNECILER,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,39B,
2020-04-15,16,1,OTOYOL,YESILPINAR-OTOGAR,Normal,5,5,TAM,Tam Abonman,KAGITHANE,39O,
2020-04-09,14,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,ESENYURT,34,BEYLIKDUZU
2020-04-21,9,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,4,4,TAM,Tam Abonman,BEYOGLU,M2,SISHANE KUZEY
2020-04-29,19,1,OTOYOL,HALKALI EGT.ARS.HAST - BAKIRKOY,Normal,4,4,INDIRIMLI1,Indirimli Kontur,KUCUKCEKMECE,98AB,
2020-04-01,16,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,T1,MERKEZEFENDI
2020-04-17,8,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,USKUDAR,34A,ALTUNIZADE 2
2020-04-06,17,1,OTOYOL,EDIRNEKAPI - TAKSIM,Normal,5,5,UCRETSIZ,Ucretsiz,BAKIRKOY,87,
2020-04-20,19,3,DENİZ,ESKIHISAR-TOPCULAR,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,GEBZE,İDO-KRFZ,ESKIHISAR
2020-04-10,8,1,OTOYOL,EMNIYETTEPE - EMINONU,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,399B,
2020-04-03,10,2,RAYLI,HALKALI - GEBZE,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,TUZLA,MARMARAY,TUZLA
2020-04-02,16,2,RAYLI,TOPKAPI-HABIBLER,Normal,12,12,INDIRIMLI1,Indirimli Abonman,SULTANGAZI,T4,MESCIDI SELAM
2020-04-05,10,1,OTOYOL,YUZYIL MAH. - BAKIRKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SARIYER,98Y,
2020-04-28,9,1,OTOYOL,CEVATPASA - BEYAZIT,Normal,5,5,INDIRIMLI1,Indirimli Abonman,SARIYER,32A,
2020-04-14,6,1,OTOYOL,USKUDAR-BEYKOZ,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,15,
2020-04-22,17,2,RAYLI,LEVENT-HISAR USTU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,SARIYER,M6,BOGAZICI
2020-04-14,17,1,OTOYOL,GUVERCINTEPE-OLIMPIYATKOY METRO,Aktarma,3,3,INDIRIMLI1,Tam Aktarma,KUCUKCEKMECE,MK12,
2020-04-19,18,3,DENİZ,IC HATLAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,USKUDAR,DT-İST,USKUDAR
2020-04-24,18,1,OTOYOL,SULTAN CIFTLIGI - EMINONU,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,SARIYER,336E,
2020-04-04,11,1,OTOYOL,YENIBOSNAMETRO-TAKSIM,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,73,
2020-04-14,9,1,OTOYOL,USKUDAR-BEYKOZ,Normal,7,7,UCRETSIZ,Ucretsiz,BAKIRKOY,15,
2020-04-08,10,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,8,8,INDIRIMLI1,Indirimli Kontur,BEYLIKDUZU,34,CUMHURIYET MAHALLESI
2020-04-15,19,1,OTOYOL,FERHATPASA–UMRANIYEMETRO-CAMLICACAMII,Normal,12,11,TAM,Tam Kontur,SARIYER,320,
2020-04-02,13,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,10,10,UCRETSIZ,Ucretsiz,BAKIRKOY,M1,ZEYTINBURNU
2020-04-04,21,2,RAYLI,HALKALI - GEBZE,Normal,15,15,TAM,Tam Kontur,TUZLA,MARMARAY,ICMELER
2020-04-30,15,1,OTOYOL,BASINSITESI - EMINONU,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,97A,
2020-04-17,16,1,OTOYOL,YEDITEPE UNIV./FINDIKLI MAHALLESI - KOZYATAGI METRO,Normal,1,1,TAM,Tam Kontur,SANCAKTEPE,16YK,
2020-04-20,7,1,OTOYOL,FERIKOY-YENIKAPI,Normal,1,1,TAM,Tam Kontur,KAGITHANE,70FY,
2020-04-27,15,1,OTOYOL,BAHCEKOY-TAKSIM,Aktarma,2,2,INDIRIMLI2,Indirimli Tip 2 Aktarma,BAKIRKOY,42T,
2020-04-29,18,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,4,4,TAM,Tam Abonman,SARIYER,M2,HACIOSMAN 2 KUZEY
2020-04-01,15,1,OTOYOL,YENIBOSNA METRO-KAZLICESME,Normal,5,5,TAM,Tam Kontur,BAKIRKOY,MR20,
2020-04-29,17,2,RAYLI,KABATAS-BAGCILAR,Normal,3,3,INDIRIMLI2,Indirimli Tip 2 Kontur,FATIH,T1,BEYAZIT
2020-04-09,19,1,OTOYOL,VEZNECILER- YAYLA MAHALLESI,Normal,29,29,TAM,Tam Kontur,SARIYER,36V,
2020-04-07,7,1,OTOYOL,SABANCI UNV.-ORHANLI-KARTAL METRO,Normal,2,2,TAM,Tam Kontur,ATASEHIR,133Ü,
2020-04-05,18,1,OTOYOL,EVTAS BLOKLARI - UMRANIYE METRO / U.EGT.ARS.HASTAN,Normal,3,3,INDIRIMLI1,Indirimli Abonman,ATASEHIR,13H,
2020-04-02,12,2,RAYLI,HALKALI - GEBZE,Normal,1,1,UCRETSIZ,Ucretsiz,KADIKOY,MARMARAY,BOSTANCI-2
2020-04-10,7,1,OTOYOL,SEYRANTEPE - KABATAS,Normal,6,6,TAM,Tam Kontur,BAKIRKOY,27SE,
2020-04-14,6,1,OTOYOL,YESILPINAR-OTOGAR,Normal,49,47,TAM,Tam Kontur,KAGITHANE,39O,
2020-04-21,0,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,34,32,TAM,Tam Kontur,ZEYTINBURNU,34,CEVIZLIBAG
2020-04-01,7,1,OTOYOL,TARABYAUSTU - KABATAS,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,BAKIRKOY,29C,
2020-04-08,7,1,OTOYOL,TUZLA ORGANIZE SANAYI - KAFKALE TUZLA SAHIL,Normal,2,2,INDIRIMLI1,Indirimli Abonman,KARTAL,133M,
2020-04-08,7,1,OTOYOL,GULENSU MAHALLESI - HUZUREVI METRO,Normal,2,2,INDIRIMLI1,Tam Kontur,KARTAL,KM47,
2020-04-06,6,1,OTOYOL,TEPEUSTU-MALTEPE METRO/CEVIZLI PERONLAR,Normal,4,4,TAM,Tam Kontur,ATASEHIR,14TM,
2020-04-01,9,3,DENİZ,ADALAR,Normal,8,8,TAM,Tam Abonman,ADALAR,PT-ADA,HEYBELIADA
2020-04-27,13,1,OTOYOL,GUNESLI - BEYAZIT,Normal,8,8,INDIRIMLI1,Tam Kontur,BAKIRKOY,97,
2020-04-17,20,1,OTOYOL,SULTANIYE - SOGUKSU MAH. - MECIDIYEKOY,Normal,4,4,TAM,Tam Abonman,BAKIRKOY,121BS,
2020-04-14,18,2,RAYLI,HALKALI - GEBZE,Normal,4,4,INDIRIMLI1,Indirimli Kontur,PENDIK,MARMARAY,KAYNARCA
2020-04-20,17,1,OTOYOL,KADIKOY-S.SAHINBEY MAH,Normal,20,19,TAM,Tam Kontur,BAKIRKOY,14ŞB,
2020-04-20,6,2,RAYLI,HALKALI - GEBZE,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,MARMARAY,YESILKOY
2020-04-22,16,1,OTOYOL,KARTAL-VEYSELKARANI MAH,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,132P,
2020-04-20,8,1,OTOYOL,TOPKAPI - GOKTURK,Normal,1,1,TAM,Tam Kontur,SARIYER,48A,
2020-04-29,11,1,OTOYOL,GUNESTEPE-TAKSIM,Aktarma,4,4,TAM,Tam Aktarma,BAKIRKOY,92T,
2020-04-16,15,2,RAYLI,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Kontur,GAZIOSMANPASA,T4,KARADENIZ MAHALLESI
2020-04-15,17,1,OTOYOL,CEKMEKOY-YAMANEVLER METRO,Normal,1,1,TAM,Tam Kontur,ATASEHIR,ÇM41,
2020-04-02,16,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,EYUPSULTAN,34,AYVANSARAY EYUP SULTAN
2020-04-01,14,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,24,24,TAM,Tam Abonman,BEYOGLU,M2,TAKSIM GUNEY
2020-04-07,19,1,OTOYOL,DUMLUPINAR / KAZIMKARABEKIR - KADIKOY,Normal,3,3,INDIRIMLI1,Indirimli Abonman,SANCAKTEPE,14D,
2020-04-03,6,1,OTOYOL,ORTACESME-KAVACIK-CAVUSBASI-UMRANIYE DEV.HST,Normal,4,4,TAM,Tam Abonman,BEYKOZ,20,
2020-04-27,14,1,OTOYOL,KADIKOY-PENDIK,Normal,1,1,INDIRIMLI2,Tam Kontur,BAKIRKOY,16D,
2020-04-02,15,1,OTOYOL,RUMELIHISARUSTU-TAKSIM,Normal,4,4,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,559C,
2020-04-03,8,2,RAYLI,HALKALI - GEBZE,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,TUZLA,MARMARAY,ICMELER
2020-04-17,12,1,OTOYOL,TEPEOREN-TUZLA,Aktarma,2,2,TAM,Tam Aktarma,BAKIRKOY,133P,
2020-04-09,5,2,RAYLI,TOPKAPI-HABIBLER,Normal,6,6,TAM,Tam Kontur,BAYRAMPASA,T4,TASKOPRU
2020-04-29,12,2,RAYLI,KADIKOY-KARTAL,Aktarma,11,11,INDIRIMLI1,Indirimli Aktarma,USKUDAR,M4,UNALAN
2020-04-21,13,1,OTOYOL,EMNIYETTEPE -TAKSIM,Normal,4,4,TAM,Tam Abonman,BAKIRKOY,48N,
2020-04-30,9,1,OTOYOL,CEBECI MAHALLESI-TASOLUK-HARACCI,Normal,15,13,TAM,Tam Kontur,FATIH,36HT,
2020-04-07,18,2,RAYLI,TOPKAPI-HABIBLER,Normal,5,5,UCRETSIZ,Ucretsiz,GAZIOSMANPASA,T4,KARADENIZ MAHALLESI
2020-04-07,20,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,57,56,TAM,Tam Kontur,BAGCILAR,M1,KIRAZLI
2020-04-28,9,1,OTOYOL,FENERTEPE-YENIBOSNA METRO,Normal,2,2,TAM,Tam Kontur,KAGITHANE,79FY,
2020-04-08,16,1,OTOYOL,V.KARANI-YAKACIK-KARTAL,Aktarma,1,1,TAM,Tam Aktarma,ATASEHIR,131V,
2020-04-29,7,3,DENİZ,BEYKOZ-YENIKOY,Normal,8,8,INDIRIMLI1,Indirimli Abonman,BEYKOZ,BEYKOZ-YKY,BEYKOZ
2020-04-15,12,2,RAYLI,HALKALI - GEBZE,Normal,81,77,TAM,Tam Kontur,FATIH,MARMARAY,YENIKAPI-1
2020-04-10,9,1,OTOYOL,CEVATPASA-EMINONU,Normal,11,10,TAM,Tam Kontur,SARIYER,32,
2020-04-30,18,3,DENİZ,EMINONU-USKUDAR,Aktarma,18,18,TAM,Tam Aktarma,FATIH,EMINONU-USK,EMINONU USKUDAR HATTI
2020-04-04,13,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,PERSONEL,Tam Abonman,AVCILAR,34,AVCILAR MRK.UNV.KAMP.
2020-04-30,7,2,RAYLI,USKUDAR-CEKMEKOY,Aktarma,7,7,INDIRIMLI1,Indirimli Aktarma,USKUDAR,M5,USKUDAR 1
2020-04-01,9,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,M1,ZEYTINBURNU
2020-04-21,8,1,OTOYOL,YESILKENT - AVCILAR METROBUS,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,400A,
2020-04-29,0,1,OTOYOL,KADIKOY-CAKMAK MAH-ATASEHIR,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,13,
2020-04-07,6,1,OTOYOL,SAHINTEPE-OLIMPIYATKOY METRO,Normal,1,1,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,MK13,
2020-04-01,17,1,OTOYOL,YENIDOGAN-TASDELEN-YAMANEVLER METRO,Normal,3,3,TAM,Tam Kontur,KARTAL,UM62,
2020-04-16,11,1,OTOYOL,ORTAKOY-KABATAS - YENIKAPI,Normal,3,3,TAM,Tam Kontur,BAKIRKOY,30D,
2020-04-30,12,1,OTOYOL,BASAKSEHIR 4.ETAP - EMINONU,Normal,1,1,PERSONEL,Tam Abonman,BAKIRKOY,146B,
2020-04-06,8,1,OTOYOL,YUNUS EMRE MAHALLESI - BASAKSEHIR METROKENT,Normal,1,1,UCRETSIZ,Ucretsiz,FATIH,78C,
2020-04-21,15,1,OTOYOL,KAYASEHIR-YENIBOSNA METRO,Normal,1,1,INDIRIMLI1,Tam Kontur,PENDIK,79K,
2020-04-27,15,1,OTOYOL,GUNESLI - BEYAZIT,Normal,21,21,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,97,
2020-04-03,7,1,OTOYOL,GIYIMKENT-TURGUT REIS-BAKIRKOY,Normal,2,2,INDIRIMLI1,Indirimli Abonman,FATIH,98G,
2020-04-20,15,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Tam Kontur,FATIH,M2,HALIC KUZEY
2020-04-06,12,1,OTOYOL,ORTACESME-UMRANIYE,Normal,6,6,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,11H,
2020-04-07,13,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Normal,4,4,PERSONEL,Tam Abonman,BAKIRKOY,11ÜS,
2020-04-06,16,1,OTOYOL,KAVACIK-POYRAZKOY,Aktarma,3,3,TAM,Tam Aktarma,BEYKOZ,135,
2020-04-14,7,1,OTOYOL,KARTALMETRO/TOPSELVI-KADIKOY,Normal,2,2,INDIRIMLI1,Indirimli Abonman,KARTAL,16B,
2020-04-13,10,1,OTOYOL,HASKOY - TAKSIM - MECIDIYEKOY,Aktarma,2,2,TAM,Tam Aktarma,BAKIRKOY,54HT,
2020-04-22,20,1,OTOYOL,BESIKTAS - MECIDIYEKOY,Aktarma,7,7,TAM,Tam Aktarma,BAKIRKOY,30M,
2020-04-13,17,1,OTOYOL,ISTINYE DEREICI - KABATAS,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,22,
2020-04-09,19,1,OTOYOL,USKUDAR-ARKBOYU,Normal,1,1,TAM,Tam Abonman,BEYKOZ,15N,
2020-04-09,14,2,RAYLI,USKUDAR-CEKMEKOY,Normal,2,2,INDIRIMLI1,Indirimli Abonman,USKUDAR,M5,FISTIKAGACI
2020-04-14,11,1,OTOYOL,TOPKAPI - BESIKTAS,Aktarma,3,3,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,28T,
2020-04-28,15,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,11,11,TAM,Tam Kontur,SISLI,M2,SISLI 2 KUZEY
2020-04-08,18,1,OTOYOL,ATESTUGLA - BAKIRKOY,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,98D,
2020-04-29,9,1,OTOYOL,EMNIYETTEPE - EMINONU,Normal,6,6,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,399B,
2020-04-23,7,2,RAYLI,HALKALI - GEBZE,Normal,6,6,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,MARMARAY,KUCUKCEKMECE
2020-04-27,19,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,KAGITHANE,34,OKMEYDANI HASTANE
2020-04-13,13,1,OTOYOL,KADIKOY-FINDIKLI MAHALLESI-YEDITEPE UNIVERSITESI,Aktarma,6,6,INDIRIMLI2,Indirimli Tip 2 Aktarma,BAKIRKOY,19F,
2020-04-28,13,2,RAYLI,KIRAZLI-BASAKSEHIR/METROKENT,Normal,3,2,INDIRIMLI1,Tam Kontur,BAGCILAR,M3,MAHMUTBEY
2020-04-13,16,1,OTOYOL,OMERLI KIPTAS KONUTLARI-BEYLIKDUZU,Normal,1,1,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,144A,
2020-04-30,8,1,OTOYOL,KARADOLAP MAH.-BINEVLER-SISLI,Aktarma,1,1,TAM,Tam Aktarma,KAGITHANE,49K,
2020-04-22,14,1,OTOYOL,TASOLUK-CEBECI MAH.,Normal,1,1,INDIRIMLI1,Tam Kontur,FATIH,336T,
2020-04-07,18,2,RAYLI,TOPKAPI-HABIBLER,Normal,5,5,TAM,Tam Abonman,EYUPSULTAN,T4,EDIRNEKAPI
2020-04-27,10,2,RAYLI,KADIKOY-KARTAL,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,MALTEPE,M4,MALTEPE
2020-04-28,16,1,OTOYOL,GURPINAR– AVCILAR METROBUS,Normal,5,5,TAM,Tam Kontur,BAKIRKOY,458,
2020-04-14,20,1,OTOYOL,MEVLANA MAH.-KAYISDAGI-KADIKOY,Normal,1,1,INDIRIMLI1,Tam Kontur,SANCAKTEPE,19K,
2020-04-03,10,3,DENİZ,KADIKOY-EMINONU,Normal,1,1,TAM,Tam Kontur,USKUDAR,KADIKOY-EMN,KADIKOY BALON
2020-04-20,20,1,OTOYOL,VEZNECILER- YAYLA MAHALLESI,Normal,1,1,UCRETSIZ,Ucretsiz,SARIYER,36V,
2020-04-01,12,2,RAYLI,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Tam Kontur,KARTAL,M4,YAKACIK (DOGU)
2020-04-06,17,1,OTOYOL,HAMIDIYE MAHALLESI-EMINONU,Normal,1,1,INDIRIMLI1,Tam Kontur,FATIH,44B,
2020-04-10,6,3,DENİZ,ADALAR-KABATAS,Normal,3,3,TAM,Tam Kontur,ADALAR,ADALAR-KBT,BUYUKADA
2020-04-27,16,2,RAYLI,TOPKAPI-HABIBLER,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAYRAMPASA,T4,TASKOPRU
2020-04-30,13,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,BEYLIKDUZU,34,HARAMIDERE
2020-04-07,14,1,OTOYOL,ATESTUGLA - EMINONU,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,92,
2020-04-21,9,2,RAYLI,HALKALI - GEBZE,Normal,1,1,UCRETSIZ,Ucretsiz,PENDIK,MARMARAY,GUZELYALI
2020-04-03,15,1,OTOYOL,KAGITHANE - KABATAS,Aktarma,40,40,TAM,Tam Aktarma,BAKIRKOY,62,
2020-04-15,21,1,OTOYOL,KAVAKPINAR-KARTAL METRO,Normal,4,4,TAM,Tam Kontur,KARTAL,KM24,
2020-04-01,16,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,6,6,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,M1,IDTM
2020-04-08,13,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,2,2,UCRETSIZ,Ucretsiz,SISLI,M2,LEVENT GUNEY
2020-04-20,5,1,OTOYOL,YESILKENT- AVCILAR METROBUS,Normal,4,4,TAM,Tam Kontur,KUCUKCEKMECE,142F,
2020-04-15,13,2,RAYLI,KADIKOY-KARTAL,Normal,2,2,INDIRIMLI1,Indirimli Abonman,KARTAL,M4,YAKACIK (DOGU)
2020-04-02,22,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,9,9,INDIRIMLI1,Indirimli Abonman,AVCILAR,34,SUKRUBEY
2020-04-17,16,1,OTOYOL,SULTANBEYLI GOLET-HAREM USKUDAR,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,PENDIK,18Ü,
2020-04-22,9,1,OTOYOL,CATALCA-AVCILAR METROBUS,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,401,
2020-04-03,18,1,OTOYOL,USKUDAR-HEKIMBASI,Normal,1,1,UCRETSIZ,Ucretsiz,SANCAKTEPE,15H,
2020-04-30,6,1,OTOYOL,USKUDAR-SULTANMURAT MAH,Aktarma,1,1,TAM,Tam Aktarma,SANCAKTEPE,15S,
2020-04-06,8,2,RAYLI,KADIKOY-KARTAL,Normal,2,2,UCRETSIZ,Ucretsiz,MALTEPE,M4,HUZUREVI
2020-04-08,16,1,OTOYOL,SIRINTEPE - KABATAS,Normal,16,16,TAM,Tam Abonman,BAKIRKOY,27E,
2020-04-20,10,2,RAYLI,USKUDAR-CEKMEKOY,Normal,8,8,TAM,Tam Abonman,USKUDAR,M5,BULGURLU
2020-04-14,9,1,OTOYOL,KARTAL-VEYSELKARANI MAH,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,132P,
2020-04-10,21,2,RAYLI,KADIKOY-KARTAL,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,KADIKOY,M4,AYRILIKCESME
2020-04-29,17,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,69,67,TAM,Tam Kontur,BAKIRKOY,34,ZEYTINBURNU
2020-04-30,19,1,OTOYOL,HACI OSMAN METRO - KILYOS,Normal,1,1,UCRETSIZ,Ucretsiz,SARIYER,151,
2020-04-02,11,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,UCRETSIZ,Ucretsiz,ZEYTINBURNU,T1,MERKEZEFENDI
2020-04-02,20,1,OTOYOL,USKUDAR-KIRAZLITEPE-FERAH MAH.,Normal,1,1,INDIRIMLI1,Indirimli Kontur,SANCAKTEPE,15C,
2020-04-01,19,1,OTOYOL,ALEMDAR-HALICIOGLU,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,522,
2020-04-06,8,3,DENİZ,IC HATLAR,Aktarma,5,5,INDIRIMLI1,Indirimli Aktarma,USKUDAR,DT-İST,USKUDAR
2020-04-09,10,2,RAYLI,YENIKAPI - HACIOSMAN,Aktarma,5,5,TAM,Tam Aktarma,SISLI,M2,LEVENT 2 KUZEY
2020-04-18,8,2,RAYLI,YENIKAPI - HAVALIMANI,Aktarma,2,2,TAM,Tam Aktarma,BAKIRKOY,M1,YENIBOSNA
2020-04-17,17,1,OTOYOL,YENIBOSNA METRO-ARNAVUTKOY,Normal,6,6,TAM,Tam Kontur,KUCUKCEKMECE,36AY,
2020-04-22,14,2,RAYLI,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,USKUDAR,M5,BAGLARBASI
2020-04-02,17,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,34,34,INDIRIMLI1,Indirimli Kontur,KUCUKCEKMECE,34,SEFAKOY
2020-04-01,21,1,OTOYOL,CAGLAYAN-TOPKAPI,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,46T,
2020-04-13,8,1,OTOYOL,GOKTURK-EMINONU,Aktarma,1,1,TAM,Tam Aktarma,SARIYER,48E,
2020-04-29,18,1,OTOYOL,BASAKSEHIR 4.ETAP-Z.BURNU METRO,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,KUCUKCEKMECE,78ZB,
2020-04-21,14,2,RAYLI,LEVENT-HISAR USTU,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BESIKTAS,M6,ETILER
2020-04-29,7,1,OTOYOL,KADIKOY-BOSTANCI,Normal,2,2,TAM,Tam Kontur,KARTAL,4,
2020-04-29,17,1,OTOYOL,USKUDAR-GUZELTEPE-UMRANIYE DEVLET HASTANESI,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,15B,
2020-04-13,19,1,OTOYOL,KAGITHANE - KABATAS,Normal,4,2,UCRETSIZ,Ucretsiz,SARIYER,62,
2020-04-07,6,1,OTOYOL,BOGAZKOY MH.-BAHCESEHIR-BAKIRKOY,Normal,3,3,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,146,
